artist,artist_id,track,composer,piece_path,youtube_link,album,album_date(yyyy-mm-dd),performer_label
Artur Schnabel,23,"Beethoven: Piano Sonata No. 5 in C Minor, Op. 10 No. 1: I. Allegro molto e con brio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.5_in_C_minor,_Op.10_No.1\1._Allegro_molto_e_con_brio\17.mp3",https://www.youtube.com/watch?v=SXQB7VeFTyQ,Beethoven: Complete Piano Sonatas (2016 Remaster),2016-08-26,4
Alfred Brendel,19,"Piano Sonata No.20 in G, Op.49 No.2: 2. Tempo di Menuetto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._20_in_G_Major,_Op._49_No._2\II._Tempo_di_menuetto\24.mp3",https://www.youtube.com/watch?v=2lCjf0JEt2s,Beethoven: Complete Piano Sonatas & Concertos,2010-01-01,0
Daniel Barenboim,9,"Lieder ohne Worte, Op. 38: No. 1. Con moto in E Flat, MWV U 121",Felix Mendelssohn,".\audio\Felix_Mendelssohn\Lieder_ohne_Worte,_Op._38\1._Con_moto\1.mp3",https://www.youtube.com/watch?v=ZBzspSdBycs,The Romantic Piano I,2004-01-01,6
Alicia de Larrocha,18,"Piano Sonata in F Major, K. 332: II. Adagio",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.12_in_F,_K.332\2._Adagio\12.mp3",https://www.youtube.com/watch?v=YC78kZd_NZA,Mozart: Piano Sonatas (Complete),2003-10-17,2
Claudio Arrau,11,"24 Préludes, Op.28: No.4 in E Minor",Frédéric Chopin,".\audio\Frédéric_Chopin\Prelude,_Op._28\No._4_in_E_Minor\55.mp3",https://www.youtube.com/watch?v=OnCJsnAtpGQ,Chopin: 24 Preludes Op.28,1990-01-01,5
Sviatoslav Richter,0,"The Well-Tempered Clavier, Book I: No. 9 in E Major, BWV 854: Fugue",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\The_Well-Tempered_Clavier,_Book_I\No._9_in_E_Major,_BWV_854_Fugue\0.mp3",https://www.youtube.com/watch?v=FYayQIVxAHc,Bach: Well-Tempered Clavier Book I,2005-04-18,18
Friedrich Gulda,24,"English Suite No. 2 In A Minor, BWV 807: 2. Allemande",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\English_Suite_No.2_in_A_minor,_BWV_807\2._Allemande\11.mp3",https://www.youtube.com/watch?v=UcwADkez7Eg,Gulda Plays Bach,2008-01-01,8
Sviatoslav Richter,0,"English Suite No. 6 in D Minor, BWV 811: V. Double (Live)",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\English_Suite_No.6_in_D_minor,_BWV_811\5._Double\1.mp3",https://www.youtube.com/watch?v=HYahwx2XrNU,Richter Plays Bach,2008-08-25,18
Walter Gieseking,8,"Piano Sonata No. 17 in D Major, Op. 53, D. 850, ""Gasteiner Sonate"": IV. Rondo: Allegro moderato",Franz Schubert,".\audio\Franz_Schubert\Piano_Sonata_No.17_in_D,_D.850\4._Rondo_(Allegro_moderato)\10.mp3",https://www.youtube.com/watch?v=jLObmEoJ_o8,Walter Gieseking (1933-1947),2012-04-01,21
Robert Casadesus,21,"Piano Sonata No. 2 in A Major, Op. 2, No. 2: II. Largo appassionato",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.2_in_A,_Op.2_No.2\2._Largo_appassionato\20.mp3",https://www.youtube.com/watch?v=gZw-NDH1J5k,Beethoven: Piano Sonatas Nos. 2 & No. 23,1953,16
András Schiff,4,"Waltz in E-Flat Major, WoO 84",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Waltz_in_E-Flat_Major,_WoO_84\0.mp3",https://www.youtube.com/watch?v=GF96pgmLVeQ,Beethoven: Works Played On Beethoven's Broadwood Piano at the Hungarian National Museum,2014-07-15,3
Wilhelm Kempff,28,"Piano Sonata No. 12 in A-Flat Major, Op. 26: I. Andante con variazioni",Ludwig van Beethoven,.\audio\Ludwig_van_Beethoven\Sonata_No._12_In_A_Flat_Op._26\1._Andante_con_variazioni_-_Live\20.mp3,https://www.youtube.com/watch?v=t31ijWMbKl4,Beethoven: Sonatas Nos. 7 - 12,2019-09-13,22
Samson François,48,"Chopin: 12 Études, Op. 10: No. 9 in F Minor",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._9_in_F_Minor\14.mp3",https://www.youtube.com/watch?v=htIZ8R4U_uQ,Intégrale de des Enregistrements,2010-10-20,17
Friedrich Gulda,24,"Piano Sonata No. 4 in E-Flat Major, Op. 7 ""Grand Sonata"": I. Allegro molto e con brio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_Grand\III._Allegro\13.mp3",https://www.youtube.com/watch?v=9SRueWWRe30,Beethoven: Complete Piano Sonatas,2021-07-23,8
Friedrich Gulda,24,"Piano Sonata No. 11 in A Major, K. 331: I. Tema (Andante grazioso) con variazioni",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No._11_in_A_Major,_K._331\1._Tema_(Andante_grazioso)_con_variazioni\12.mp3",https://www.youtube.com/watch?v=-j8QQm_h8d0,The Gulda Mozart Tapes II,2007-01-01,8
Vladimir Horowitz,2,"Piano Sonata No. 28, Op. 101: I. Etwas lebhaft, und mit der innigsten Empfindung (Allegretto, ma non troppo)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._28_in_A_Major,_Op._101\I._Etwas_lebhaft_und_mit_der_innigsten_Empfindung\8.mp3",https://www.youtube.com/watch?v=DbOsCdHjggw,"Vladimir Horowitz in Recital at Brooklyn College, New York City, November 12, 1967",1971,20
Maurizio Pollini,5,"Piano Sonata No. 30 in E Major, Op. 109: III. Gesangvoll, mit innigster Empfindung (Andante molto cantabile ed espressivo)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._30_in_E_Major,_Op._109\III._Andante_molto_cantabile_ed_espressivo\7.mp3",https://www.youtube.com/watch?v=g2aXon0IVD4,Deep Dive - Pollini,2022-02-18,12
Maurizio Pollini,5,L'Isle joyeuse,Claude Debussy,".\audio\Claude_Debussy\L'Isle_joyeuse,_L.106\9.mp3",https://www.youtube.com/watch?v=M1tKvJ68WRs,20th Century,2011-01-01,12
Glenn Gould,15,"Goldberg Variations, BWV 988: Variation 7 a 1 ovvero 2 Clav.",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Goldberg_Variations,_BWV_988\Var._5_a_1_ovvero_2_Clav\10.mp3",https://www.youtube.com/watch?v=yUj5npE_qfE,"Bach: The Goldberg Variations, BWV 988 (1955 Gould Remaster)",1956,9
Mitsuko Uchida,26,"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": 1. Allegro",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.16_in_C,_K.545_Sonata_facile\1._Allegro\8.mp3",https://www.youtube.com/watch?v=qNC1eS9xa5Y,Mozart: Piano Sonatas Nos. 15 & 16; Rondo in A minor,1984-10-12,13
Artur Schnabel,23,"Piano Sonata No. 31 in A-Flat Major, Op. 110: I. Moderato cantabile molto espressivo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._31_in_A-Flat_Major,_Op._110\I._Moderato_cantabile_molto_espressivo\34.mp3",https://www.youtube.com/watch?v=7WLYxLqKxp4,Beethoven: Piano Sonatas Nos. 30-32 (Schnabel) (1932),2005-02-01,4
Vladimir Horowitz,2,"Ballade No. 1 in G Minor, Op. 23",Frédéric Chopin,".\audio\Frédéric_Chopin\Ballade_No._1_in_G_Minor,_Op._23\12.mp3",https://www.youtube.com/watch?v=wn6G3zC103U,Chopin: Solo Piano Works,2009-08-11,20
Samson François,48,"Chopin: 12 Études, Op. 10: No. 6 in E-Flat Minor",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._6_in_E-Flat_Minor\15.mp3",https://www.youtube.com/watch?v=MPZwIHgu7fg,Intégrale de des Enregistrements,2010-10-20,17
Vladimir Horowitz,2,"12 Études, Op. 8: No. 12 in D-Sharp Minor",Alexander Scriabin,".\audio\Alexander_Scriabin\12_Etudes,_Op._8\No._12_in_D-Sharp_Minor\5.mp3",https://www.youtube.com/watch?v=ocpJHrmGYDs,"The Complete Masterworks Recordings, Vol. 4: The Legendary 1968 TV Concert",1968,20
Friedrich Gulda,24,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": I. Grave - Allegro di molto e con brio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._8_in_C_Minor,_Op._13_Pathétique\I._Grave_-_Allegro_di_molto_e_con_brio\60.mp3",https://www.youtube.com/watch?v=VSyBJ33NMoQ,Beethoven: Complete Piano Sonatas,2021-07-23,8
Wilhelm Kempff,28,"Goldberg Variations, BWV 988: Var. 14 a 2 Clav.",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Goldberg_Variations,_BWV_988\Var._20_a_2_Clav\23.mp3",https://www.youtube.com/watch?v=euaX1G5O9HM,Deep Dive - Kempff,2022-02-18,22
Sviatoslav Richter,0,"12 Etudes d'exécution transcendante, S.139: No.11 Harmonies du soir (Andantino)",Franz Liszt,".\audio\Franz_Liszt\12_Etudes_d'exécution_transcendante,_S.139\No.11_Harmonies_du_soir_(Andantino)\0.mp3",https://www.youtube.com/watch?v=vqStotUt9eY,Chopin / Liszt / Mussorgsky / Schubert: The Sofia Recital 1958,2000-01-01,18
Alfred Cortot,3,"Polonaise-fantaisie in A-Flat Major, Op. 61",Frédéric Chopin,".\audio\Frédéric_Chopin\Polonaise-fantaisie_in_A-Flat_Major,_Op._61\20.mp3",https://www.youtube.com/watch?v=-GjmnXd0gLc,"Alfred Cortot: The Late Recordings, Vol. 1 (Recorded 1947)",2002-06-01,1
Daniel Barenboim,9,"Piano Sonata No. 7 in D Major, Op. 10 No. 3: III. Menuetto. Allegro (Live)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._7_in_D_Major,_Op._10_No._3\III._Menuetto._Allegro\16.mp3",https://www.youtube.com/watch?v=636QoqzW-KM,"Beethoven: Piano Sonatas Nos. 7, 21 & 32 (Live)",2018-08-31,6
András Schiff,4,"Das Wohltemperierte Klavier: Book 2, BWV 870-893: Prelude in E minor BWV 879",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Das_Wohltemperierte_Klavier_Book2\Book_2,_BWV_870-893_Fugue_in_E_minor_BWV_879\0.mp3",https://www.youtube.com/watch?v=oHhsgUMKY_I,András Schiff Plays Bach,2022-02-15,3
Martha Argerich,7,"Partita No. 2 in C Minor, BWV 826: II. Allemande",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._2_in_C_minor,_BWV_826\2._Allemande\9.mp3",https://www.youtube.com/watch?v=QnQ2pifafq8,The Collection 1: The Solo Recordings,2008-01-01,11
Vladimir Horowitz,2,Valse oubliée No. 1 in F-Sharp Major S. 215/1,Franz Liszt,".\audio\Franz_Liszt\Valses_oubliées,_S._215\Valse_oubliée_No._1\9.mp3",https://www.youtube.com/watch?v=b-UqzjynMNk,"Vladimir Horowitz live at Carnegie Hall - Recital November 23, 1975: Schumann, Rachmaninoff, Liszt, Chopin & Moszkowski",2013,20
Nikolai Lugansky,41,"Années de pèlerinage I, S. 160: No. 6, Vallée d'Obermann",Franz Liszt,".\audio\Franz_Liszt\Années_de_pèlerinage,_1st_Year,_S._160_Switzerland\No._6._Vallee_d'Obermann_(Valley_of_Obermann)\6.mp3",https://www.youtube.com/watch?v=9FmEZ8uWZjs,Liszt: Piano Works,2011-10-17,15
Walter Gieseking,8,"Piano Sonata No. 31 in A-Flat Major, Op. 110: II. Allegro molto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._31_in_A-Flat_Major,_Op._110\II._Allegro_molto\12.mp3",https://www.youtube.com/watch?v=4B6skxmuKnU,"Beethoven: Piano Sonatas, Vol. 2",2015-01-06,21
Daniel Barenboim,9,"Piano Sonata No. 17 In D Minor, Op. 31, No. 2 -""The Tempest"": 1. Largo - Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._17_in_D_Minor,_Op._31_No._2_Tempest\I._Largo_-_Allegro\25.mp3",https://www.youtube.com/watch?v=1dPDxizsZmw,Beethoven: The Piano Sonatas,1984-01-01,6
Glenn Gould,15,"English Suite No. 1 in A Major, BWV 806: III. Courante I",Johann Sebastian Bach,.\audio\Johann_Sebastian_Bach\English_Suite_No.1_in_A_major_BWV_806\3._Courante_I\8.mp3,https://www.youtube.com/watch?v=fs_kxbVuPIg,"Bach: The English Suites Nos. 1-6, BWV 806-811 (Gould Remastered)",1977,9
Alfred Cortot,3,"Kinderszenen, Op. 15: No. 5, Glückes genug",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\5._Glückes_genug\0.mp3",https://www.youtube.com/watch?v=n3Z6IH95u4Q,"Alfred Cortot: The Late Recordings, Vol. 1 (Recorded 1947)",2002-06-01,1
Alfred Brendel,19,"8 Fantasiestücke, Op. 12: 7. Traumes-Wirren",Robert Schumann,".\audio\Robert_Schumann\8_Fantasiestücke,_Op._12\7._Traumes-Wirren\26.mp3",https://www.youtube.com/watch?v=x3ZCexr9CiY,Schumann: Kreisleriana; Kinderszenen; Fantasiestücke,1992-01-01,0
Claudio Arrau,11,"3 Klavierstücke, D.946: No.2 in E Flat Major (Allegretto)",Franz Schubert,".\audio\Franz_Schubert\3_Klavierstücke,_D._946\No._2_in_E-Flat_Major\9.mp3",https://www.youtube.com/watch?v=_gswB6kZTfE,Schubert-Arrau heritage,2003-01-01,5
Vladimir Ashkenazy,6,"English Suite No. 1 in A Major, BWV 806: 10. Gigue",Johann Sebastian Bach,.\audio\Johann_Sebastian_Bach\English_Suite_No.1_in_A_major_BWV_806\7._Gigue\5.mp3,https://www.youtube.com/watch?v=R_N_z8J9DEc,Bach: English Suites 1-3,2021-10-15,19
Sviatoslav Richter,0,"Piano Sonata No.6, Op.82: 2. Allegretto",Sergei Prokofiev,".\audio\Sergei_Prokofiev\Piano_Sonata_No.6,_Op.82\2._Allegretto\3.mp3",https://www.youtube.com/watch?v=hYIi-NXgpIk,Prokofiev/Scriabin: Piano Works,1994-01-01,18
Artur Schnabel,23,"Kinderszenen, Op. 15: No. 9, Ritter vom Steckenpferd",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\9._Ritter_vom_Steckenpferd\30.mp3",https://www.youtube.com/watch?v=OReXEXXw0GY,The 1946-47 HMV Solo Recordings,1998-12-01,4
Samson François,48,"Chopin: 12 Études, Op. 10: No. 8 in F Major",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._8_in_F_Major\48.mp3",https://www.youtube.com/watch?v=lFPhVvmDudg,"Chopin: Etudes, Op.10 & 24 [2011 - Remaster] (2011 Remastered Version)",2012-03-09,17
Murray Perahia,13,"Davidsbündlertänze, Op. 6: No. 12. Mit Humor",Robert Schumann,".\audio\Robert_Schumann\Davidsbündlertänze,_Op._6\12._Mit_Humor\4.mp3",https://www.youtube.com/watch?v=BRe0D_mA23Y,"Schumann: Davidsbündlertänze, Op. 6 & Fantasiestücke, Op. 12",1973,14
Vladimir Horowitz,2,"Kinderszenen, Op. 15: No. 6, Wichtige Begebenheit",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\6._Wichtige_Begebenheit\11.mp3",https://www.youtube.com/watch?v=ktHcvPa_ihs,Schumann: Piano Music,1962,20
Friedrich Gulda,24,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": III. Rondo. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._8_in_C_Minor,_Op._13_Pathétique\III._Rondo._Allegro\63.mp3",https://www.youtube.com/watch?v=5mNZGhAZY80,Gulda plays Beethoven,2005-01-01,8
Samson François,48,"Chopin: Nocturne No. 11 in G Minor, Op. 37 No. 1",Frédéric Chopin,".\audio\Frédéric_Chopin\Nocturne_No._11_in_G_minor,_Op._37_No._1\10.mp3",https://www.youtube.com/watch?v=GDvqOnZkDPI,Chopin: Nocturnes Nos.1-19,2012-05-01,17
Sviatoslav Richter,0,"10 Pieces from Cinderella, Op. 97: No. 6, Oriental Dance (Live)",Sergei Prokofiev,".\audio\Sergei_Prokofiev\Ten_Pieces_from_Cinderella,_Op.97\6._Oriental_Dance\1.mp3",https://www.youtube.com/watch?v=U-x7hS_wNKk,A Musical Friendship: Sviatoslav Richter Live in Japan,1989,18
Alfred Brendel,19,"Piano Sonata No.23 in F minor, Op.57 -""Appassionata"": 1. Allegro assai",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._23_in_F_Minor,_Op._57_Appassionata\I._Allegro_assai\87.mp3",https://www.youtube.com/watch?v=5knEJumGjNI,Beethoven: Favourite Piano Sonatas,1993-01-01,0
Alicia de Larrocha,18,"Rondo in D Major, K. 485",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Rondo_in_D_Major,_K.485\15.mp3",https://www.youtube.com/watch?v=qajb4OwI6rg,Mozart: Piano Sonata No. 11; Rondo in D Major; Fantasia in C Minor / Bach-Busoni: Chaconne,1974-12-01,2
Sviatoslav Richter,0,"Handel: Harpsichord Suite No. 5 in E Major, HWV 430: I. Prélude (from ""Suites de Pièces pour le Clavecin I"", 1720)",George Frideric Handel,".\audio\George_Frideric_Handel\Harpsichord_Suite_No._5_in_E_Major,_HWV_430\III._Courante_(from_Suites_de_Pièces_pour_le_Clavecin_I,_1720)\0.mp3",https://www.youtube.com/watch?v=NiMFRCWG1xw,Sviatoslav Richter: The Master Pianist,2008-09-08,18
Friedrich Gulda,24,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": II. Andante con moto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._23_in_F_Minor,_Op._57_Appassionata\II._Andante_con_moto\95.mp3",https://www.youtube.com/watch?v=8cM6SdBwokM,"Beethoven: Piano Sonatas Nos. 14, 15, 17, 21-24 & 32",1973-01-01,8
Claudio Arrau,11,"Nocturne No.2 in E flat, Op.9 No.2",Frédéric Chopin,".\audio\Frédéric_Chopin\Nocturne_No.2_in_E_flat_major,_Op.9_No.2\15.mp3",https://www.youtube.com/watch?v=Mg-LX6K6W5o,Chopin: The Nocturnes,1978-01-01,5
Claudio Arrau,11,"Piano Sonata No.13 in E flat, Op.27 No.1: 3. Adagio con espressione",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.13_in_E_flat,_Op.27_No.1\3._Adagio_con_espressione\5.mp3",https://www.youtube.com/watch?v=OsjAqBk-fjo,Beethoven: Complete Piano Sonatas,2012-01-01,5
Walter Gieseking,8,"Waldszenen, Op. 82: No. 7. Vogel als Prophet (The Songster-Prophet)",Robert Schumann,".\audio\Robert_Schumann\Waldszenen,_Op._82\7._Vogel_als_Prophet\10.mp3",https://www.youtube.com/watch?v=iZxAw8c6Ndo,Schubert & Schumann: Piano Works,2016-04-29,21
Robert Casadesus,21,"French Suite No. 6 in E Major, BWV 817: VIII. Gigue",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\French_Suite_No.6_in_E,_BWV_817\8._Gigue\10.mp3",https://www.youtube.com/watch?v=EHNDtjDVp68,Bach: Concerto for 3 Keyboards & French Suite No. 6,1951,16
Sviatoslav Richter,0,"English Suite No.3 in G minor, BWV 808: 5. Gavotte I - Gavotte II ou la musette",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\English_Suite_No.3_in_G_minor,_BWV_808\5._Gavotte_I_-_Gavotte_II_ou_la_musette\0.mp3",https://www.youtube.com/watch?v=MGyO4dKLbB8,Richter The Master - Bach,1993-01-01,18
Walter Gieseking,8,"Piano Sonata No. 28 in A Major, Op. 101: III. Langsam und sehnsuchtsvoll",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._28_in_A_Major,_Op._101\III._Langsam_und_sehnsuchtsvoll\16.mp3",https://www.youtube.com/watch?v=EGqBs9dDvIM,Beethoven: The Late Piano Sonatas (Live),2015-06-01,21
Friedrich Gulda,24,Suite Bergamasque: IV. Passepied. Allegretto ma non Troppo,Claude Debussy,".\audio\Claude_Debussy\Suite_bergamasque,_L._75\IV._Passepied\5.mp3",https://www.youtube.com/watch?v=Kdm1BIG20h0,"Edition Friedrich Gulda (The Early RIAS Recordings, Berlin 1950 - 1959)",2010-09-13,8
Walter Gieseking,8,"Piano Sonata No. 18 in D Major, K. 576: III. Allegretto",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.18_in_D,_K.576\3._Allegretto\9.mp3",https://www.youtube.com/watch?v=G8F-QFSXWGk,The Complete Homocord Recordings & Other Rarities,2013-10-01,21
Robert Casadesus,21,"Préludes, Book 2, L. 123: No. 4, Les fées sont d'exquises danseuses",Claude Debussy,".\audio\Claude_Debussy\Préludes,_Book_2,_L._123\No._4,_Les_fées_sont_d'exquises_danseuses\13.mp3",https://www.youtube.com/watch?v=Z601dHKcmJQ,"Milestones of a Piano Legend: Robert Casadesus, Vol. 9",2019-10-04,16
Walter Gieseking,8,"7 Fantasien, Op. 116: No. 4. Intermezzo in E Major",Johannes Brahms,".\audio\Johannes_Brahms\7_Fantasies,_Op._116\No._4,_Intermezzo_in_E_Major\0.mp3",https://www.youtube.com/watch?v=RxULBZgMg7Y,The Piano Masters: Walter Gieseking (1923-1948),2010-03-01,21
Sviatoslav Richter,0,"Hungarian Rhapsody No.17 in D Minor, S.244",Franz Liszt,.\audio\Franz_Liszt\Hungarian_Rhapsody_No._17\2.mp3,https://www.youtube.com/watch?v=_RC4kR_8Pb4,Chopin & Liszt Recital,1994-01-01,18
Emil Gilels,1,"Ballade No. 1 in G Minor, Op. 23 (Live)",Frédéric Chopin,".\audio\Frédéric_Chopin\Ballade_No._1_in_G_Minor,_Op._23\2.mp3",https://www.youtube.com/watch?v=Lfh0MglILN0,"Emil Gilels Legacy, Vol. 8: Studio & Live Recordings (1950-1963)",2017-05-19,7
Sviatoslav Richter,0,"Bunte Blätter, Op. 99: Präludium",Robert Schumann,".\audio\Robert_Schumann\Bunte_Blatter,_Op._99\Preludium\1.mp3",https://www.youtube.com/watch?v=c0T9VHk4jcc,Sviatoslav Richter Plays Schumann & Brahms,2018-03-23,18
Glenn Gould,15,"Piano Sonata No. 18 in D Major, K. 576: III. Allegretto",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.18_in_D,_K.576\3._Allegretto\25.mp3",https://www.youtube.com/watch?v=rYoHN9JWnDY,Glenn Gould plays Mozart: The Piano Sonatas (No. 10: Recordings of 1958 & 1970); Fantasias K. 397 & K. 475; Fantasia & Fugue K. 394; Piano Concerto No. 24 K. 491,1958,9
Maurizio Pollini,5,"Piano Sonata No.2 In B Flat Minor, Op.35: 4. Finale (Presto) - 2008 Recording",Frédéric Chopin,".\audio\Frédéric_Chopin\Piano_Sonata_No.2_in_B_flat_minor,_Op.35\4._Finale_(Presto)\4.mp3",https://www.youtube.com/watch?v=px7Adx7belM,Chopin,2011-01-01,12
Claudio Arrau,11,"Partita No. 2 in C minor, BWV 826: 5. Rondeaux",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._2_in_C_minor,_BWV_826\5._Rondeaux\6.mp3",https://www.youtube.com/watch?v=aMKFqc4XRVg,The Final Sessions,2006-01-01,5
Emil Gilels,1,"Mozart: Piano Sonata No. 17 in B-Flat Major, K. 570: III. Allegretto",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No._17_in_B-Flat_Major,_K._570\III._Allegretto\3.mp3",https://www.youtube.com/watch?v=5tW-D40WIOQ,Icon: Emil Gilels,2010-08-09,7
Claudio Arrau,11,"Piano Sonata No. 31 in A-Flat Major, Op. 110: III. Adagio ma non troppo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._31_in_A-Flat_Major,_Op._110\III._Adagio_ma_non_troppo\8.mp3",https://www.youtube.com/watch?v=5HXOIKXUw_0,Beethoven: The 5 Piano Concertos,2014-11-01,5
Vladimir Ashkenazy,6,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": 3. Rondo. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._8_in_C_Minor,_Op._13_Pathétique\III._Rondo._Allegro\24.mp3",https://www.youtube.com/watch?v=BHKa8yWk99E,Beethoven: Favourite Piano Sonatas,1997-01-01,19
Vladimir Ashkenazy,6,"Polonaise No.10 in F minor, Op.71 No.3",Frédéric Chopin,".\audio\Frédéric_Chopin\Polonaise_No.10_in_F_minor,_Op.71_No.3\0.mp3",https://www.youtube.com/watch?v=r7Ej-rOjhCo,Chopin: The Piano Works,1998-01-01,19
Glenn Gould,15,"Goldberg Variations, BWV 988: Variatio 27. Canone alla Nona. a 2 Clav.",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Goldberg_Variations,_BWV_988\Var._27_Canone_alla_Nona\12.mp3",https://www.youtube.com/watch?v=a7dCiX_qhoA,"Bach: Goldberg Variations, BWV 988",1982,9
Emil Gilels,1,"Polonaise No. 4 in C Minor, Op. 40 No. 2: Allegro maestoso",Frédéric Chopin,".\audio\Frédéric_Chopin\Polonaises,_Op._40\Polonaise_No._4_in_C_Minor,_Op._40,_No._2\3.mp3",https://www.youtube.com/watch?v=-OfuALO6p74,Chopin: Sonate No. 3 / Polonaises Nos. 3 / 4 & 6,2010-01-01,7
Glenn Gould,15,"Piano Sonata No. 9 in D Major, K. 311: II. Andante con espressione - Remastered",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.9_in_D,_K.311\2._Andantino_con_espressione\8.mp3",https://www.youtube.com/watch?v=RGguimZ44pk,"Mozart: Piano Sonatas Nos. 6, 7 & 9 (Gould Remastered)",1969,9
Glenn Gould,15,"Piano Sonata No. 29 in B-Flat Major, Op. 106 ""Hammerklavier"": II. Scherzo. Assai vivace",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._29_in_B-Flat_Major,_Op._106_Hammerklavier\II._Scherzo._Assai_vivace\16.mp3",https://www.youtube.com/watch?v=CZC3kMOgy5k,"Beethoven: Piano Sonatas Nos. 24 ""À Thérèse"" & No. 29 ""Hammerklavier""",1970,9
Alfred Cortot,3,"Ballade No. 2 in F Major, Op. 38",Frédéric Chopin,".\audio\Frédéric_Chopin\Ballade_No._2_in_F_Major,_Op._38\5.mp3",https://www.youtube.com/watch?v=NnJ2PmLFUC8,"Chopin: Ballades Nos. 1-4 / Nocturnes (Cortot, 78 Rpm Recordings, Vol. 5) (1929-1951)",2007-02-27,1
Vladimir Ashkenazy,6,"Das Wohltemperierte Klavier: Book 1, BWV 846-869: Prelude in A major BWV 864",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\The_Well-Tempered_Clavier,_Book_I\No._19_in_A_Major,_BWV_864_Prelude\6.mp3",https://www.youtube.com/watch?v=xoROzO1DdME,"Bach, J.S.: Das Wohltemperierte Klavier",2005-01-01,19
